1 SEDAN TYPE SALES JAN JUL 2025,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,CATEGORY
SEDAN TYPE,"CC > 3.001 [G]
/ 2.501 [D]",TOTAL,Maybach S 580 (Z223)*,3.982,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,CBU,-,-,-,-,1,1,-,-,-,-,-,-,-,100%,0%,2
SEDAN TYPE,"CC > 3.001 [G]
/ 2.501 [D]",CUMULATIVE,Maybach S 580 (Z223)*,3.982,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,CBU,-,-,-,-,1,2,2,2,-,-,-,-,-,100%,0%,2
SEDAN TYPE SALES TOTAL SEDAN TYPE SALES CUMULATIVE,"CC > 3.001 [G]
/ 2.501 [D]",CUMULATIVE,Maybach S 580 (Z223)*,3.982,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,CBU,-,-,-,-,1,2,2,2,-,-,-,-,-,100%,0%,2
SEDAN TYPE SALES TOTAL SEDAN TYPE SALES CUMULATIVE,"CC > 3.001 [G]
/ 2.501 [D]",CUMULATIVE,Maybach S 580 (Z223)*,3.982,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,CBU,-,357,287,547,295,484,212,300,-,-,-,-,-,"2.482
1%",0%,2
SEDAN TYPE SALES TOTAL SEDAN TYPE SALES CUMULATIVE,"CC > 3.001 [G]
/ 2.501 [D]",CUMULATIVE,Maybach S 580 (Z223)*,3.982,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,CBU,-,357,644,1.191,1.486,1.97,2.182,2.482,-,-,-,-,-,"2.482
1%",0%,2
SEDAN TYPE SALES TOTAL SEDAN TYPE SALES CUMULATIVE,"CC > 3.001 [G]
/ 2.501 [D]",CUMULATIVE,Maybach S 580 (Z223)*,3.982,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,CBU,-,357,644,1.191,1.486,1.97,2.182,2.482,-,-,-,-,-,"2.482
1%",0%,2
4 X 2 TYPE SALES                                                                                              `JAN JUL 2025,"CC > 3.001 [G]
/ 2.501 [D]",CUMULATIVE,Maybach S 580 (Z223)*,3.982,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,CBU,-,357,644,1.191,1.486,1.97,2.182,2.482,-,-,-,-,-,"2.482
1%",0%,2
CATEGORY,"CC > 3.001 [G]
/ 2.501 [D]",BRAND,TYPE MODEL,CC,TRANS,FUEL,"TANK
CAPT","GVW
(Kg)",GEAR RATIO,WHEEL & TYRE SIZE,PS / HP,WHEEL BASE,"DIMENSION
P x L xT",SEATER,DRIVE SYS.,-,SPEED,DOOR,WHEELS,CBU / CKD,"ORIGIN
COUNTRY",JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,"Segment
Share","4X2
Share","TOTAL
2.025"
4X2 TYPE,CC < 1.500 [G/D],BMW,i440 Gran Coupe AT,-,AT,BEV,51,2.025,-,225/50 R18 95W,136,2.67,4439 x 1821 x 1596,5,4X2,FF,-,5,4,CBU,Germany,-,-,-,-,-,-,-,-,-,-,-,-,0%,0%,-
4X2 TYPE,CC < 1.500 [G/D],BMW,X1 sDrive18i U11 A7 AT,1.499,AT,G,45,2.075,-,225/55 R18 102Y,156,2.692,4500 x 1845 x 1642,-,4X2,FF,-,-,4,CKD,INA,1,33,35,7,25,1,4,-,-,-,-,-,0%,0%,106
4X2 TYPE,CC < 1.500 [G/D],BMW,X1 sDrive18i,1.499,AT,G,45,2.075,-,225/55 R18 102Y,156,2.692,4500 x 1845 x 1642,-,4X2,FF,-,-,4,CKD,INA,-,-,-,-,-,-,-,-,-,-,-,-,0%,0%,-
4X2 TYPE,CC < 1.500 [G/D],BYD,Atto 3 Advanced Standard Range,-,-,BEV,-,2,-,"17""Alloy 215/60 R17",-,2.72,4455X1875X1615,5,4X2,FF,-,5,4,CBU,China,50,3,15,-,43,36,356,-,-,-,-,-,0%,0%,503
4X2 TYPE,CC < 1.500 [G/D],BYD,Atto 3 Superior Extended Range,-,-,BEV,-,1750,-,"18""Alloy 235/50 R18",-,2.72,4455X1875X1615,5,4X2,FF,-,5,4,CBU,China,190,59,373,144,19,19,57,-,-,-,-,-,0%,0%,861
4X2 TYPE,CC < 1.500 [G/D],BYD,Dolphin Dynamic Standard Range,-,-,BEV,-,2,-,"16""Alloy 195/60 R16",-,2.7,4290X1770X1570,5,4X2,FF,-,5,4,CBU,China,2,30,49,53,18,8,18,-,-,-,-,-,0%,0%,178
4X2 TYPE,CC < 1.500 [G/D],BYD,Dolphin Premium Standard Range,-,-,BEV,-,2,-,"17""Alloy 205/50 R17",-,2.7,4290X1770X1570,5,4X2,FF,-,5,4,CBU,China,6,7,59,66,100,6,7,-,-,-,-,-,0%,0%,251
4X2 TYPE,CC < 1.500 [G/D],BYD,M6 Superior Captain,-,-,BEV,-,2,-,"17""Alloy 225/55 R17",-,2.8,4710X1810X1690,6,4X2,FF,-,5,4,CBU,China,166,428,582,411,468,159,151,-,-,-,-,-,1%,1%,2.365
4X2 TYPE,CC < 1.500 [G/D],BYD,M6 Superior,-,-,BEV,-,2,-,"17""Alloy 225/55 R17",-,2.8,4710X1810X1690,7,4X2,FF,-,5,4,CBU,China,189,80,416,406,440,141,221,-,-,-,-,-,1%,1%,1.893
4X2 TYPE,CC < 1.500 [G/D],BYD,M6 Standard,-,-,BEV,-,2,-,"17""Alloy 225/55 R17",-,2.8,4710X1810X1690,7,4X2,FF,-,5,4,CBU,China,226,585,295,440,276,544,519,-,-,-,-,-,2%,1%,2.885
4X2 TYPE,CC < 1.500 [G/D],BYD,E6 GS-20,-,-,BEV,-,2,-,"17""Alloy 225/55 R17",-,2.8,4710X1810X1690,7,4X2,FF,-,5,4,CBU,China,-,-,-,-,-,97,-,-,-,-,-,-,0%,0%,97
4X2 TYPE,CC < 1.500 [G/D],BYD,Sealion 7 Premium,-,-,BEV,-,2.225,-,"19""Alloy 255/45 R19",-,2.93,4830X1925X1620,5,4X2,RR,-,5,4,CBU,China,-,87,873,1.375,892,841,453,-,-,-,-,-,2%,2%,4.521
4X2 TYPE,CC < 1.500 [G/D],AION,HYPTEC HT Premium,-,AT,BEV,-,-,-,240/50020,250 kw,2.935,4935 x 1920 x 1700,5,4X2,-,-,-,-,CBU,China,-,79,886,276,195,56,37,-,-,-,-,-,1%,1%,1.529
4X2 TYPE,CC < 1.500 [G/D],AION,HYPTEC HT Ultra,-,AT,BEV,-,-,-,240/50020,250 kw,2.935,4935 x 1920 x 1700,5,4X2,-,-,-,-,CBU,China,-,-,-,-,-,-,-,-,-,-,-,-,0%,0%,-
4X2 TYPE,CC < 1.500 [G/D],AION,AION Y Plus Exclusive,-,AT,BEV,-,-,-,215/50018,150 kw,2.75,4535 x 1870 x 1650,5,4X2,-,-,-,-,CBU,China,66,57,66,75,65,25,9,-,-,-,-,-,0%,0%,363
4X2 TYPE,CC < 1.500 [G/D],AION,AION Y Plus Premium,-,AT,BEV,-,-,-,215/50018,150 kw,2.75,4535 x 1870 x 1650,5,4X2,-,-,-,-,CBU,China,17,23,7,11,22,14,39,-,-,-,-,-,0%,0%,133
4X2 TYPE,CC < 1.500 [G/D],AION,AION V Exclusive,-,AT,BEV,-,-,-,225/45019,150 kw,2.775,4605 x 1854 x 1686,5,4X2,-,-,-,-,CBU,China,-,-,-,-,-,-,-,-,-,-,-,-,0%,0%,-
4X2 TYPE,CC < 1.500 [G/D],AION,AION V Luxury,-,AT,BEV,-,-,-,225/45019,150 kw,2.775,4605 x 1854 x 1686,5,4X2,-,-,-,-,CBU,China,-,-,-,-,-,765,336,-,-,-,-,-,1%,0%,1.101
4X2 TYPE,CC < 1.500 [G/D],DENZA,D9 Advanced,-,-,BEV,-,3.338,-,235/60 R18,-,3.11,5250X1960X1920,7,4X2,FF,-,5,4,CBU,China,25,912,1.587,811,630,1.768,523,-,-,-,-,-,3%,3%,6.256
4X2 TYPE,CC < 1.500 [G/D],BAIC,X055 II,1.498,AT,G,53,1.55,-,225/55R19,185,2.735,4620 x 1886 x 1680,5,4X2,FR,7,5,4,CBU,China,1,14,15,-,-,-,-,-,-,-,-,-,0%,0%,30
4X2 TYPE,CC < 1.500 [G/D],BAIC,X055 Prime,1.498,AT,G,53,1.55,-,225/55R19,185,2.735,4620 x 1886 x 1680,5,4X2,FR,7,5,4,CBU,China,-,-,-,3,7,4,7,-,-,-,-,-,0%,0%,21
4X2 TYPE,CC < 1.500 [G/D],BAIC,X055 II Lite,1.498,AT,G,53,1.55,-,225/55R19,185,2.735,4620 x 1886 x 1680,5,4X2,FR,7,5,4,CBU,China,-,-,-,1,7,1,2,-,-,-,-,-,0%,0%,11
4X2 TYPE,CC < 1.500 [G/D],CHERY,Tiggo 7 Pro Premium,1.5,AT,G,51,-,-,-,-,2.67,4500X1842X1746,5,4X2,-,-,5,4,CKD,INA,1,-,-,-,-,-,1,-,-,-,-,-,0%,0%,2
4X2 TYPE,CC < 1.500 [G/D],CHERY,Tiggo 7 Pro Luxury,1.5,AT,G,51,-,-,-,-,2.67,4500X1842X1746,5,4X2,-,-,5,4,CKD,INA,24,2,-,-,-,-,-,-,-,-,-,-,0%,0%,26
4X2 TYPE,CC < 1.500 [G/D],CHERY,Tiggo 7 Pro Comfort,1.5,AT,G,51,-,-,-,-,2.67,4500X1842X1746,5,4X2,-,-,5,4,CKD,INA,-,-,-,-,-,2,-,-,-,-,-,-,0%,0%,2
4X2 TYPE,CC < 1.500 [G/D],CHERY,Omoda 5 Z,1.5,CVT,G,-,-,-,-,-,-,-,5,4X2,-,-,5,4,CKD,INA,54,4,-,-,-,-,-,-,-,-,-,-,0%,0%,58
4X2 TYPE,CC < 1.500 [G/D],CHERY,Gt,1.5,CVT,G,-,-,-,-,-,-,-,5,4X2,-,-,5,4,CKD,INA,10,8,17,8,1,1,-,-,-,-,-,-,0%,0%,45
4X2 TYPE,CC < 1.500 [G/D],CHERY,OMDA 5 Z (Facelift),1.5,CVT,G,-,-,-,-,-,-,-,5,4X2,-,-,5,4,CKD,INA,-,-,-,-,-,33,12,-,-,-,-,-,0%,0%,45
4X2 TYPE,CC < 1.500 [G/D],CHERY,OMDA 5 RZ (Facelift),1.5,CVT,G,-,-,-,-,-,-,-,5,4X2,-,-,5,4,CKD,INA,-,-,-,-,-,116,146,-,-,-,-,-,0%,0%,262
4X2 TYPE,CC < 1.500 [G/D],CHERY,Omoda 5 Rs,1.5,CVT,G,-,-,-,-,-,-,-,5,4X2,-,-,5,4,CKD,INA,17,43,17,6,-,-,-,-,-,-,-,-,0%,0%,83
4X2 TYPE,CC < 1.500 [G/D],CHERY,OmodaE5 Pure,1.5,CVT,BEV,-,-,-,-,-,-,-,5,4X2,-,-,5,4,CKD,INA,29,41,24,17,17,53,25,-,-,-,-,-,0%,0%,206
4X2 TYPE,CC < 1.500 [G/D],CHERY,Omoda E5,1.5,CVT,BEV,-,-,-,-,-,-,-,5,4X2,-,-,5,4,CKD,INA,98,146,83,49,43,32,61,-,-,-,-,-,0%,0%,512
4X2 TYPE,CC < 1.500 [G/D],CHERY,iCar 03 RWD,-,CVT,BEV,-,-,-,-,-,-,-,5,4X2,-,-,5,4,CKD,INA,172,66,127,199,157,126,155,-,-,-,-,-,1%,0%,1.002
4X2 TYPE,CC < 1.500 [G/D],CHERY,Tiggo 5X  Classic,1.5,CVT,G,-,-,-,-,-,-,-,5,4X2,-,-,5,4,CKD,INA,1,19,2,-,-,-,1,-,-,-,-,-,0%,0%,23
4X2 TYPE,CC < 1.500 [G/D],CHERY,Tiggo 5X  Champion,1.5,CVT,G,-,-,-,-,-,-,-,5,4X2,-,-,5,4,CKD,INA,24,55,26,-,1,1,-,-,-,-,-,-,0%,0%,107
4X2 TYPE,CC < 1.500 [G/D],CHERY,Tiggo Cross Comfort,1.5,AT,G,51,-,-,-,-,2.67,4500X1842X1746,5,4X2,-,-,5,4,CKD,INA,-,22,86,4,4,37,58,-,-,-,-,-,0%,0%,211
4X2 TYPE,CC < 1.500 [G/D],CHERY,Tiggo Cross  Premium,1.5,AT,G,51,-,-,-,-,2.67,4500X1842X1746,5,4X2,-,-,5,4,CKD,INA,-,196,222,406,751,345,257,-,-,-,-,-,1%,1%,2.177
4X2 TYPE,CC < 1.500 [G/D],CHERY,Tiggo Cross  Sport,1.5,AT,G,51,-,-,-,-,2.67,4500X1842X1746,5,4X2,-,-,5,4,CKD,INA,-,-,-,-,-,-,16,-,-,-,-,-,0%,0%,16
4X2 TYPE,CC < 1.500 [G/D],CHERY,Tiggo 8  Pro Max Fwd,2,AT,G,57,-,-,-,-,2.71,4722X1860X1746,7,4X2,-,-,5,4,CKD,INA,9,8,6,8,4,1,1,-,-,-,-,-,0%,0%,37
4X2 TYPE,CC < 1.500 [G/D],CHERY,Tiggo 8 Csh Fwd,1.5,AT,PHEV,75,-,-,-,-,-,-,7,4X2,-,-,5,4,CKD,INA,-,-,-,26,394,1.102,320,-,-,-,-,-,1%,1%,1.842
4X2 TYPE,CC < 1.500 [G/D],CITROEN,New E-C3 All Electric,1.2,MT,BEV,30,1.316,-,195/65 R15,-,2.54,3981 X 1733 X  1586,5,4X2,FF,-,5,4,CBU,India,36,45,32,26,27,27,38,-,-,-,-,-,0%,0%,231
4X2 TYPE,CC < 1.500 [G/D],CITROEN,New C3 Aircross SUV,1.2,AT,G,45,1.275,-,215/60 R17,-,2.671,4323 X 1796 X 1669,5,4X2,-,-,5,4,CBU,India,-,-,-,-,-,-,-,-,-,-,-,-,0%,0%,-
4X2 TYPE,CC < 1.500 [G/D],CITROEN,All New C3 Aircross SUV,1.2,AT,G,45,1.275,-,215/60 R17,-,2.671,4323 X 1796 X 1669,5,4X2,-,-,5,4,CBU,India,65,70,36,35,40,45,52,-,-,-,-,-,0%,0%,343
4X2 TYPE,CC < 1.500 [G/D],CITROEN,New Citroën C3,1.2,AT,G,45,1.275,-,215/60 R17,-,2.671,4323 X 1796 X 1669,5,4X2,-,-,5,4,CBU,India,-,38,105,29,35,25,28,-,-,-,-,-,0%,0%,260
4X2 TYPE,CC < 1.500 [G/D],CITROEN,New Citroën E-C4 Electric,-,AT,BEV,-,-,-,-,-,-,-,5,4X2,FF,-,5,4,CBU,India,-,-,-,-,-,-,1,-,-,-,-,-,0%,0%,1
4X2 TYPE,CC < 1.500 [G/D],CITROEN,New Citroën C4 Electric,-,AT,BEV,-,-,-,-,-,-,-,5,4X2,-,-,5,4,CBU,India,-,-,-,-,-,-,-,-,-,-,-,-,0%,0%,-
4X2 TYPE,CC < 1.500 [G/D],DAIHATSU,All New Xenia 1.3 M MT,1.329,MT,G,43,1.705,5.545,185/65R15,97,2.75,4395X1730X1690,7,4X2,FF,-,5,4,CKD,INA,-,-,-,-,-,-,-,-,-,-,-,-,0%,0%,-
4X2 TYPE,CC < 1.500 [G/D],DAIHATSU,All New Xenia 1.3 X MT,1.329,MT,G,43,1.705,5.545,185/65R15,97,2.75,4395X1730X1690,7,4X2,FF,-,5,4,CKD,INA,75,386,302,-,68,64,83,-,-,-,-,-,1%,0%,978
4X2 TYPE,CC < 1.500 [G/D],DAIHATSU,All New Xenia 1.3 X CVT,1.329,AT,G,43,1.705,5.105,185/65R15,97,2.75,4395X1730X1690,7,4X2,FF,-,5,4,CKD,INA,48,233,113,-,21,41,70,-,-,-,-,-,0%,0%,526
4X2 TYPE,CC < 1.500 [G/D],DAIHATSU,All New Xenia 1.3 R MT,1.329,MT,G,43,1.705,5.545,185/65R15,97,2.75,4395X1730X1690,7,4X2,FF,-,5,4,CKD,INA,50,358,266,-,90,50,86,-,-,-,-,-,0%,0%,900
4X2 TYPE,CC < 1.500 [G/D],DAIHATSU,All New Xenia 1.3 R CVT,1.329,AT,G,43,1.705,5.105,185/65R15,97,2.75,4395X1730X1690,7,4X2,FF,-,5,4,CKD,INA,88,350,241,-,26,23,32,-,-,-,-,-,0%,0%,760
4X2 TYPE,CC < 1.500 [G/D],DAIHATSU,All New Xenia 1.5 R MT,1.496,MT,G,43,1.705,5.077,195/60R16,106,2.75,4395X1730X1700,7,4X2,FF,-,5,4,CKD,INA,-,-,-,-,-,-,-,-,-,-,-,-,0%,0%,-
4X2 TYPE,CC < 1.500 [G/D],DAIHATSU,All New Xenia 1.5 R CVT,1.496,AT,G,43,1.705,5.105,195/60R16,106,2.75,4395X1730X1700,7,4X2,FF,-,5,4,CKD,INA,39,96,80,-,52,21,40,-,-,-,-,-,0%,0%,328
4X2 TYPE,CC < 1.500 [G/D],DAIHATSU,New Sirion R Cvt (Mc 2022),1.329,CVT,G,40,940,4.032,175/65R14,90,2.44,3690X1665X1545,5,4X2,FF,-,5,4,CBU,Malaysia,-,10,10,20,20,20,20,-,-,-,-,-,0%,0%,100
4X2 TYPE,CC < 1.500 [G/D],DAIHATSU,Gran Max BV 1.3,1.298,MT,G,43,2,5.125,165R1308PR,88,2.65,4045X1665X1900,2,4X2,FR,-,5,4,CKD,INA,542,662,1.145,446,1.191,843,920,-,-,-,-,-,3%,2%,5.749
4X2 TYPE,CC < 1.500 [G/D],DAIHATSU,Gran Max BV 1.5,1.5,MT,G,43,2,5.125,165R1308PR,88,2.65,4045X1665X1900,2,4X2,FR,-,5,4,CKD,INA,14,50,1,-,-,192,5,-,-,-,-,-,0%,0%,262
4X2 TYPE,CC < 1.500 [G/D],DAIHATSU,Gran Max MB 1.3 HI  FF,1.298,MT,G,43,1.84,5.125,165R1308PR,88,2.65,4045X1665X1900,8,4X2,FR,-,5,4,CKD,INA,25,59,71,17,70,51,84,-,-,-,-,-,0%,0%,377
4X2 TYPE,CC < 1.500 [G/D],DAIHATSU,Gran Max MB 1.3 HI,1.298,MT,G,43,1.84,5.125,165R1308PR,88,2.65,4045X1665X1900,9,4X2,FR,-,5,4,CKD,INA,76,115,174,45,179,112,223,-,-,-,-,-,0%,0%,924
4X2 TYPE,CC < 1.500 [G/D],DAIHATSU,Gran Max MB 1.5 HI,1.495,MT,G,43,1.84,4.875,165R1308PR,88,2.65,4045X1665X1900,9,4X2,FR,-,5,4,CKD,INA,29,43,112,35,154,102,184,-,-,-,-,-,0%,0%,659
4X2 TYPE,CC < 1.500 [G/D],DAIHATSU,Luxio 1.5 D (New),1.495,MT,G,43,1.29,5.152,195/65R15,97,2.65,4215X1710X1915,8,4X2,FR,-,5,4,CKD,INA,14,55,34,61,57,47,52,-,-,-,-,-,0%,0%,320
4X2 TYPE,CC < 1.500 [G/D],DAIHATSU,Luxio 1.5 X MT (New),1.495,MT,G,43,1.32,5.152,195/65R15,97,2.65,4215X1710X1915,8,4X2,FR,-,5,4,CKD,INA,23,96,62,145,86,92,107,-,-,-,-,-,0%,0%,611
4X2 TYPE,CC < 1.500 [G/D],DAIHATSU,Luxio 1.5 X AT (New),1.495,AT,G,43,1.32,5.152,195/65R15,97,2.65,4215X1710X1915,8,4X2,FR,-,5,4,CKD,INA,10,60,53,70,72,72,67,-,-,-,-,-,0%,0%,404
4X2 TYPE,CC < 1.500 [G/D],DAIHATSU,Luxio 1.5 AK MT,1.495,MT,G,43,1.32,5.152,195/65R15,97,2.65,4215X1710X1915,2,4X2,FR,-,5,4,CKD,INA,2,17,4,4,5,4,5,-,-,-,-,-,0%,0%,41
4X2 TYPE,CC < 1.500 [G/D],DAIHATSU,All New Terios IDS X MT (MC 2023),1.496,MT,G,45,1.245,5.571,215/65/R16,104,2.685,4435X1695X1705,7,4X2,FR,-,5,4,CKD,INA,547,1.001,1.133,333,893,594,662,-,-,-,-,-,3%,2%,5.163
4X2 TYPE,CC < 1.500 [G/D],DAIHATSU,All New Terios IDS X AT (MC 2023),1.496,AT,G,45,1.255,5.857,215/65/R16,104,2.685,4435X1695X1705,7,4X2,FR,-,5,4,CKD,INA,163,267,341,137,292,229,256,-,-,-,-,-,1%,1%,1.685
4X2 TYPE,CC < 1.500 [G/D],DAIHATSU,All New Terios IDS R MT (MC 2023),1.496,MT,G,45,1.26,5.571,215/60/R17,104,2.685,4435X1695X1705,7,4X2,FR,-,5,4,CKD,INA,107,235,290,101,269,196,228,-,-,-,-,-,1%,1%,1.426
4X2 TYPE,CC < 1.500 [G/D],DAIHATSU,All New Terios IDS R AT (MC 2023),1.496,AT,G,45,1.27,5.857,215/60/R17,104,2.685,4435X1695X1705,7,4X2,FR,-,5,4,CKD,INA,89,115,162,68,134,134,120,-,-,-,-,-,0%,0%,822
4X2 TYPE,CC < 1.500 [G/D],DAIHATSU,All New Terios IDS Custom MT (MC 2023),1.496,MT,G,45,1.26,5.571,215/60/R17,104,2.685,4435X1695X1705,7,4X2,FR,-,5,4,CKD,INA,35,55,56,28,56,45,62,-,-,-,-,-,0%,0%,337
4X2 TYPE,CC < 1.500 [G/D],DAIHATSU,All New Terios IDS Custom AT (MC 2023),1.496,AT,G,45,1.27,5.857,215/60/R17,104,2.685,4435X1695X1705,7,4X2,FR,-,5,4,CKD,INA,10,15,45,29,45,49,47,-,-,-,-,-,0%,0%,240
4X2 TYPE,CC < 1.500 [G/D],DAIHATSU,Rocky 1.0 R ASA CVT,998,AT,G,36,1.68,5.105,205/60/R17,98,2.525,4030X1710X1635,5,4X2,FR,-,5,4,CKD,INA,-,-,-,-,-,-,1,-,-,-,-,-,0%,0%,1
4X2 TYPE,CC < 1.500 [G/D],DAIHATSU,Rocky 1.0 R CVT,998,AT,G,36,1.68,5.105,205/60/R17,98,2.525,4030X1710X1635,5,4X2,FR,-,5,4,CKD,INA,15,15,20,15,17,5,18,-,-,-,-,-,0%,0%,105
4X2 TYPE,CC < 1.500 [G/D],DAIHATSU,Rocky 1.0 R MT,998,MT,G,36,1.68,5.462,205/60/R17,98,2.525,4030X1710X1635,5,4X2,FR,-,5,4,CKD,INA,-,-,-,-,-,-,1,-,-,-,-,-,0%,0%,1
4X2 TYPE,CC < 1.500 [G/D],DAIHATSU,Rocky 1.2 X CVT,1.2,AT,G,36,1.68,5.105,205/65/R16,88,2.525,4030X1710X1635,5,4X2,FR,-,5,4,CKD,INA,285,336,213,147,107,33,73,-,-,-,-,-,1%,0%,1.194
4X2 TYPE,CC < 1.500 [G/D],DAIHATSU,Rocky 1.2 X MT,1.2,MT,G,36,1.68,5.462,205/65/R16,88,2.525,4030X1710X1635,5,4X2,FR,-,5,4,CKD,INA,94,88,73,69,39,14,18,-,-,-,-,-,0%,0%,395
4X2 TYPE,CC < 1.500 [G/D],DAIHATSU,Rocky 1.2 M CVT,1.2,AT,G,36,1.68,5.105,205/65/R16,88,2.525,4030X1710X1635,5,4X2,FR,-,5,4,CKD,INA,-,-,-,12,-,-,-,-,-,-,-,-,0%,0%,12
4X2 TYPE,CC < 1.500 [G/D],DAIHATSU,Rocky 1.2 M MT,1.2,MT,G,36,1.68,5.462,205/65/R16,88,2.525,4030X1710X1635,5,4X2,FR,-,5,4,CKD,INA,-,-,-,24,-,-,-,-,-,-,-,-,0%,0%,24
4X2 TYPE,CC < 1.500 [G/D],DFSK,GELORA EC35 BLIND VAN (4X2) A/T,-,AT,BEV,58,2.035,-,225/60R17,150,2.78,4680 X 1845 X 1715,7,4X2,FF,-,4,4,CBU,INA,16,9,50,1,4,9,2,-,-,-,-,-,0%,0%,91
4X2 TYPE,CC < 1.500 [G/D],DFSK,GELORA EC36 MINI BUS 1.5 (4X2) A/T,-,AT,BEV,58,2.035,-,225/60R17,150,2.78,4680 X 1845 X 1715,7,4X2,FF,-,4,4,CBU,INA,-,-,-,2,4,-,1,-,-,-,-,-,0%,0%,7
4X2 TYPE,CC < 1.500 [G/D],SERES,E502 EV (4X2) A/T,-,AT,BEV,-,-,-,-,-,-,-,4,4X2,-,-,-,-,CKD,INA,6,9,8,15,20,15,-,-,-,-,-,-,0%,0%,73
4X2 TYPE,CC < 1.500 [G/D],GWM,HAVAL H6 Hev 1.5T DHT (4x2) A/T,1.499,AT,HYBRID,61,2.14,3.95,225/55 R19,243/240,3,"4,683 x 1,886 x 1,730",5,4X2,FF,200,5,4,CBU,Thailand,-,6,5,3,1,-,1,-,-,-,-,-,0%,0%,16
4X2 TYPE,CC < 1.500 [G/D],GWM,HAVAL Jolion Hev 1.5T DHT (4x2) A/T,1.497,AT,HYBRID,55,-,-,225/55 R18,190/187,2.7,"4,472 X 1,841 X 1,619",5,4X2,FF,200,5,4,CKD,INA,13,31,52,8,61,3,6,-,-,-,-,-,0%,0%,174
4X2 TYPE,CC < 1.500 [G/D],GEELY,EX5 PRO,-,AT,BEV,-,-,-,225/55 R18,218,2.75,4615 × 1901 × 1670,5,4X2,FF,-,5,4,CBU,China,-,-,-,-,-,-,-,-,-,-,-,-,0%,0%,-
4X2 TYPE,CC < 1.500 [G/D],GEELY,EX5 MAX,-,AT,BEV,-,-,-,225/55 R18,218,2.75,4615 × 1901 × 1670,5,4X2,FF,-,5,4,CBU,China,-,66,176,424,377,216,249,-,-,-,-,-,1%,1%,1.508
4X2 TYPE,CC < 1.500 [G/D],HONDA,Brio RS,1.198,MT,G,35,960,-,-,88,2.345,3610 x 1680 x 1485,5,4X2,FF,-,5,4,CKD,INA,77,24,11,8,-,-,32,-,-,-,-,-,0%,0%,152
4X2 TYPE,CC < 1.500 [G/D],HONDA,Brio RS,1.198,CVT,G,35,960,-,-,88,2.345,3610 x 1680 x 1485,5,4X2,FF,-,5,4,CKD,INA,398,697,310,243,152,184,258,-,-,-,-,-,1%,1%,2.242
4X2 TYPE,CC < 1.500 [G/D],HONDA,All New CRV 1.5 T,1.5,CVT,G,-,-,-,"19 x 7,5J",190,2.701,4691 x 1866 x 1681,-,4X2,FF,-,5,4,CKD,INA,17,40,33,-,41,22,21,-,-,-,-,-,0%,0%,174
4X2 TYPE,CC < 1.500 [G/D],HONDA,E:N1,-,CVT,BEV,-,-,-,-,204,2.61,4380 X 1790 X 1592,-,4X2,-,-,4,4,CBU,China,-,-,-,30,6,11,15,-,-,-,-,-,0%,0%,62
4X2 TYPE,CC < 1.500 [G/D],HONDA,All New Veloz 1.5 2021,1.497,CVT,G,-,-,-,-,-,-,-,5,4X2,FF,-,5,4,CKD,INA,30,-,-,-,-,-,-,-,-,-,-,-,0%,0%,30
4X2 TYPE,CC < 1.500 [G/D],HONDA,New HRV E,1.497,CVT,G,-,-,-,-,-,-,-,5,4X2,FF,-,5,4,CKD,INA,95,7,-,-,-,-,-,-,-,-,-,-,0%,0%,102
4X2 TYPE,CC < 1.500 [G/D],HONDA,New HRV SE,1.497,CVT,G,-,-,-,-,-,-,-,5,4X2,FF,-,5,4,CKD,INA,774,1.334,1.033,18,-,-,-,-,-,-,-,-,2%,1%,3.159
4X2 TYPE,CC < 1.500 [G/D],HONDA,New HRV RS,1.497,CVT,G,-,-,-,-,-,-,-,5,4X2,FF,-,5,4,CKD,INA,-,30,-,-,1,-,-,-,-,-,-,-,0%,0%,31
4X2 TYPE,CC < 1.500 [G/D],HONDA,New HR-V E,1.497,CVT,G,40,-,-,-,121,2.61,4347 x 1790 x 1590,-,4X2,FF,-,5,-,CKD,INA,-,-,-,-,112,124,99,-,-,-,-,-,0%,0%,335
